energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,playlist_id
0.331,95.015,0.611,folk,-12.493,0.117,0.559,Ocie Elliott,73,EP,4Vutl1Y7OJOBwIqVISNmzL,Down by the Water,1ewyUvC97wRYnvK61UssDm,1,4,178293,0.93,4Vutl1Y7OJOBwIqVISNmzL,american,37i9dQZF1EIf7CddUmF8UH
0.309,82.789,0.583,folk,-14.509,0.11,0.473,Colter Wall,74,Imaginary Appalachia,6fhgO6p9DsTyHqPctyzDkV,Sleeping on the Blacktop,6kV0NSYFjIMVgkhWRDI0bS,0,2,192480,0.824,6fhgO6p9DsTyHqPctyzDkV,american,37i9dQZF1EIf7CddUmF8UH
0.748,119.965,0.868,indian,-3.492,0.252,0.829,"Avvy Sra, Karan Aujla, Jaani",73,White Brown Black,3nKQrVVlwbAQSnFbgZWdN0,White Brown Black,3rOSq53b9Cv7ygKe5NwKNJ,0,1,176000,0.29,3nKQrVVlwbAQSnFbgZWdN0,bhangra,37i9dQZF1DX3VNFqEPdDGw
0.611,100.024,0.854,indian,-6.26,0.119,0.417,"AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon",68,Brown Munde,58f4twRnbZOOVUhMUpplJ4,Brown Munde,1Ac8fcWoMbo35vD3B5Tjqs,0,8,254400,0.223,58f4twRnbZOOVUhMUpplJ4,bhangra,37i9dQZF1DX3VNFqEPdDGw
0.128,109.986,0.522,lofi,-18.717,0.0941,0.124,"Kina, Adriana Proenza",70,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,0MGcjBIFcL2qaCrgGjIGFb,1,4,187932,0.894,58wyJLv6yH1La9NIZPl3ne,hip-hop,3BOxfexQyBa1tsEZ1tJFVQ
0.235,118.917,0.498,lofi,-16.541,0.144,0.0895,"Kina, Snøw",73,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),5LZSpPoBVBsh6kRSEKfPQ8,0,1,179080,0.72,4ZLzoOkj0MPWrTLvooIuaa,hip-hop,3BOxfexQyBa1tsEZ1tJFVQ
0.00362,69.677,0.235,classical,-37.822,0.0956,0.0885,Yehezkel Raz,70,"Preludes, Book 2 - Torrents",2kbruQXVXFmxxm4l75zuwy,Behind Every Decision,23evXngVDHzY3P9A2wNDJY,0,3,105941,0.995,2kbruQXVXFmxxm4l75zuwy,modern,37i9dQZF1EIcPn17YOI0D2
0.618,126.031,0.853,electronic,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",83,Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),4CAe3r1nsTTAjGcWqGZbAr,1,6,145599,0.633,4MSj19TwYBLgDFj3ddEeco,tropical,37i9dQZF1DX0AMssoUKCz7
0.518,126.089,0.875,electronic,-8.388,0.125,0.37,CYRIL,84,Stumblin' In,0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,2HxzXLKO0AvkScWYHSspQc,1,2,213364,0.0638,0h3Xy4V4apMraB5NuM8U7Z,tropical,37i9dQZF1DX0AMssoUKCz7
0.791,122.085,0.571,electronic,-5.935,0.0612,0.585,"Kygo, Zak Abel, Nile Rodgers",70,For Life (feat. Nile Rodgers),4QfikoJtCEiOj7G5R9m3sP,For Life (feat. Nile Rodgers),2Cqf3izEp75CqTKgul5Mi1,1,1,175803,0.0494,4QfikoJtCEiOj7G5R9m3sP,tropical,37i9dQZF1DX0AMssoUKCz7
0.717,121.985,0.793,electronic,-4.759,0.226,0.466,"Kungs, Cookin' On 3 Burners",76,Layers,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),66KCBRiOFSs9bki2A15WlB,0,0,195547,0.0927,1A8j067qyiNwQnZT0bzUpZ,tropical,37i9dQZF1DX0AMssoUKCz7
0.942,120,0.762,electronic,-6.432,0.115,0.038,Lavern,72,Hold Me,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,7osmi3cnYDpPDYflMWa80W,0,9,140000,0.586,4SnuG111QPmgwRmlwhJ4Mg,tropical,37i9dQZF1DX0AMssoUKCz7
0.777,108.005,0.58,electronic,-5.69,0.342,0.589,"Kygo, Ava Max",76,Whatever,0LMwmV37RCmBO2so0szAFs,Whatever,2DoFm78vsYw31kJRzvIP4l,1,3,178273,0.104,0LMwmV37RCmBO2so0szAFs,tropical,37i9dQZF1DX0AMssoUKCz7
0.836,113.998,0.729,electronic,-4.312,0.336,0.288,TWOPILOTS,71,Riptide,6yv0ZjBlZy2oRFq7jAis2C,Riptide,2zx1E2Yv7eYSWvfbPDDF7P,1,8,154731,0.156,6yv0ZjBlZy2oRFq7jAis2C,tropical,37i9dQZF1DX0AMssoUKCz7
0.518,126.089,0.875,electronic,-8.388,0.125,0.37,CYRIL,84,Stumblin' In,0h3Xy4V4apMraB5NuM8U7Z,Stumblin' In,2HxzXLKO0AvkScWYHSspQc,1,2,213364,0.0638,0h3Xy4V4apMraB5NuM8U7Z,techno,37i9dQZF1DX4uPi2roRUwU
0.787,119.996,0.704,electronic,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",83,I Adore You (feat. Daecolm),5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),5MrdEMJrBnauBJsd1nYY00,0,11,214000,0.00926,5nPbKG04fhLkIAjcPFaZq7,techno,37i9dQZF1DX4uPi2roRUwU
0.618,126.031,0.853,electronic,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",83,Black Friday (pretty like the sun),4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),4CAe3r1nsTTAjGcWqGZbAr,1,6,145599,0.633,4MSj19TwYBLgDFj3ddEeco,techno,37i9dQZF1DX4uPi2roRUwU
0.856,127.949,0.596,electronic,-3.556,0.141,0.743,Calvin Harris,81,Motion,6YUTL4dYpB9xZO5qExPf05,Summer,48zisMeiXniWLzOQghbPqS,0,4,222533,0.0211,6YUTL4dYpB9xZO5qExPf05,techno,37i9dQZF1DX4uPi2roRUwU
0.869,126.027,0.874,electronic,-5.996,0.164,0.726,Matt Sassari,80,Give It To Me (Full Vocal Mix),5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,1jbRY71konakrKvDUiW7Rp,0,1,102861,0.00116,5ZduaRci3iNUiDfJbBfAaf,techno,37i9dQZF1DX4uPi2roRUwU
0.729,127.028,0.88,electronic,-6.378,0.185,0.246,nimino,79,I Only Smoke When I Drink,39glDGcpBhLVMSsQhvtqHR,I Only Smoke When I Drink,05iJvxOa8h8GjGPe5JnvDG,0,11,198425,0.334,39glDGcpBhLVMSsQhvtqHR,techno,37i9dQZF1DX4uPi2roRUwU
0.86,128.004,0.755,electronic,-4.811,0.344,0.618,Mr. Belt & Wezol,77,It's Not Right But It's Okay,5OFVzqSeFxGpvDGyHvVeLj,It's Not Right But It's Okay,116jZe8fEmfjKBh4d8ZcDO,0,5,152305,0.0144,5OFVzqSeFxGpvDGyHvVeLj,techno,37i9dQZF1DX4uPi2roRUwU
0.813,125.91,0.513,electronic,-2.744,0.258,0.355,"David Guetta, Alesso, Madison Love",77,Never Going Home Tonight (feat. Madison Love),7K1BLb6MpvKuGEPpHw35mO,Never Going Home Tonight (feat. Madison Love),0tn39dXCidefjSr5PqXbcX,1,5,164285,0.28,7K1BLb6MpvKuGEPpHw35mO,techno,37i9dQZF1DX4uPi2roRUwU
0.797,121.985,0.845,electronic,-4.984,0.167,0.422,"Imanbek, BYOR",77,Belly Dancer,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,2npvQTpyjLtapBWTNTNlqn,1,1,151475,0.0582,7fZBQnc0zXwVybgCIrQQil,techno,37i9dQZF1DX4uPi2roRUwU
0.777,108.005,0.58,electronic,-5.69,0.342,0.589,"Kygo, Ava Max",76,Whatever,0LMwmV37RCmBO2so0szAFs,Whatever,2DoFm78vsYw31kJRzvIP4l,1,3,178273,0.104,0LMwmV37RCmBO2so0szAFs,techno,37i9dQZF1DX4uPi2roRUwU
0.818,125.952,0.687,electronic,-4.221,0.248,0.886,"Alok, Ella Eyre, Kenny Dope, Never Dull",76,Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),3KpxpdySrMR2S7noneu1bI,1,0,165753,0.0112,7MIhUdNJtaOnDmC5nBC1fb,techno,37i9dQZF1DX4uPi2roRUwU
0.69,125.004,0.847,electronic,-7.877,0.0526,0.692,"James Hype, Miggy Dela Rosa",76,Ferrari,4zN21mbAuaD0WqtmaTZZeP,Ferrari,6moZ4sNThthUAwCklyuPY8,0,1,186662,0.0127,4zN21mbAuaD0WqtmaTZZeP,techno,37i9dQZF1DX4uPi2roRUwU
0.896,101.216,0.67,electronic,-4.673,0.344,0.403,"Gabry Ponte, LUM!X, Prezioso",75,Thunder,2USlegnFJLrVLpoVfPimKB,Thunder,35Q09Y0b7ZxOoCdF7sBiGf,1,1,160000,0.0342,2USlegnFJLrVLpoVfPimKB,techno,37i9dQZF1DX4uPi2roRUwU
0.876,129.998,0.671,electronic,-5.681,0.0823,0.964,Peggy Gou,75,(It Goes Like) Nanana [Edit],23RoR84KodL5HWvUTneQ1w,(It Goes Like) Nanana - Edit,2LVDNOUUy2g8517ZEtQIcK,0,7,231545,0.12,23RoR84KodL5HWvUTneQ1w,techno,37i9dQZF1DX4uPi2roRUwU
0.722,121.964,0.587,electronic,-6.983,0.543,0.466,Bakermat,75,The Ringmaster,780be5fB7823aHG06mwTat,Baianá,5pmFI5q0ob82elppBCel0W,0,2,180843,0.000754,780be5fB7823aHG06mwTat,techno,37i9dQZF1DX4uPi2roRUwU
0.886,120.032,0.655,electronic,-5.227,0.277,0.778,"IVE, David Guetta",74,Supernova Love,5sTLGx6c7YRwnrWm6O091n,Supernova Love,0LMT3Tdqs2Zy8VIxwuf47X,0,10,199505,0.066,5sTLGx6c7YRwnrWm6O091n,techno,37i9dQZF1DX4uPi2roRUwU
0.655,129.89,0.558,electronic,-5.476,0.0854,0.39,"David Guetta, Alphaville, Ava Max",77,Forever Young,3bg2qahpZmsg5wV2EMPXIk,Forever Young,5a450MS1eKGQQAsqgvsZ6J,1,0,156923,0.208,3bg2qahpZmsg5wV2EMPXIk,techno,37i9dQZF1DX4uPi2roRUwU
0.637,120.033,0.847,electronic,-8.751,0.121,0.0509,"Zerb, Sofiya Nzau",74,SURRENDER,5KTZgG84bKFGm53lhLtTqc,Mwaki,5asqLE8StjaHpMWSyjzo2D,0,7,208135,0.201,5KTZgG84bKFGm53lhLtTqc,techno,37i9dQZF1DX4uPi2roRUwU
0.793,87.024,0.545,electronic,-3.615,0.335,0.411,"Ella Henderson, Rudimental",74,Alibi (feat. Rudimental),5Jpz4nv8nA6FIYO5gEyQa2,Alibi (feat. Rudimental),3Ku8LDPYg53Kh59amfFWjL,0,0,184852,0.191,5Jpz4nv8nA6FIYO5gEyQa2,techno,37i9dQZF1DX4uPi2roRUwU
0.647,117.737,0.581,electronic,-7.335,0.304,0.257,"Kronan, Nyaruach, Bakermat",73,Gatluak (Bakermat Remix),0GT2hQQ6mdHeW0AZDl5NlJ,Gatluak - Bakermat Remix,1XVR96ao2iSG3yDGr1a1rN,0,11,139384,0.0778,0GT2hQQ6mdHeW0AZDl5NlJ,techno,37i9dQZF1DX4uPi2roRUwU
0.785,123.96,0.621,electronic,-4.499,0.0512,0.779,"Nathan Dawe, Ella Henderson",73,21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,21 Reasons (feat. Ella Henderson),118PKNjhP4NWcrW5OjMwzc,1,6,155253,0.0165,1RF02Cf80mTaeNXG2P2boR,techno,37i9dQZF1DX4uPi2roRUwU
0.841,129.973,0.714,electronic,-5.942,0.596,0.865,"LAVINIA, Ely Oaks",72,K.O.,7r2cCbhAbGUE4Izor1ZnlZ,K.O.,1EC9EHPbmFJr9W3rmR2Jee,0,5,137223,0.0622,7r2cCbhAbGUE4Izor1ZnlZ,techno,37i9dQZF1DX4uPi2roRUwU
0.821,125.051,0.848,electronic,-5.408,0.0962,0.249,"Öwnboss, Sevek",72,Move Your Body,6GomT970rCOkKAyyrwJeZi,Move Your Body,4l9wMVL4XAM5jPMXP5RAbL,0,2,157445,0.0169,6GomT970rCOkKAyyrwJeZi,techno,37i9dQZF1DX4uPi2roRUwU
0.855,75.031,0.605,electronic,-4.414,0.098,0.302,"Niklas Dee, René Miller",72,Around The World,47KhhDku9RLDsWIJjYaXDs,Around The World,6DJnx2cTEn3txXXK4Xo2Tf,0,10,140987,0.473,47KhhDku9RLDsWIJjYaXDs,techno,37i9dQZF1DX4uPi2roRUwU
0.782,127.034,0.763,electronic,-4.541,0.293,0.502,"Jax Jones, MNEK",71,Where Did You Go (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),5vSLX6JljaSXuRY2Wqi6xL,0,7,177689,0.182,3sa06xVNmLLYIxdNNmVQN8,techno,37i9dQZF1DX4uPi2roRUwU
0.821,140.039,0.777,electronic,-4.963,0.218,0.439,"Hannah Laing, RoRo",71,Good Love,0ZVjgfaC2Ptrod9v6p9KFP,Good Love,4SCAkvXJmXuvoQTlQU7Q48,1,1,169535,0.14,0ZVjgfaC2Ptrod9v6p9KFP,techno,37i9dQZF1DX4uPi2roRUwU
0.594,129.995,0.853,electronic,-6.823,0.0469,0.83,"BLOND:ISH, Stevie Appleton",71,Never Walk Alone,4HB7ECLzrbgapiZyLlFbxz,Never Walk Alone,1BuWrjAiFiHMHtCYHuUIKM,0,6,188360,0.052,4HB7ECLzrbgapiZyLlFbxz,techno,37i9dQZF1DX4uPi2roRUwU
0.867,124.015,0.747,electronic,-7.311,0.114,0.684,"Fred again.., Obongjayar",70,adore u,3YgtkOxZsTuaZdL8McA1FQ,adore u,7K3BWpksmH4L7BoqUdhZrL,1,0,220653,0.582,3YgtkOxZsTuaZdL8McA1FQ,techno,37i9dQZF1DX4uPi2roRUwU
0.606,123.006,0.567,electronic,-6.543,0.0686,0.314,"Kygo, Sandro Cavazza",68,Hold On Me,4aPX3IT9cskOWmeZvOYc5s,Hold On Me,4gnk9fBYQyrqdoTEqvlhzO,0,10,171785,0.0801,4aPX3IT9cskOWmeZvOYc5s,techno,37i9dQZF1DX4uPi2roRUwU
0.937,123.993,0.651,electronic,-4.078,0.119,0.666,"Jain, Ian Asher",69,Makeba (Ian Asher Remix),67eYAnkdTu8BMcIx29z26L,Makeba - Ian Asher Remix,69aS8KFiYm1TvWVjem6aLj,1,7,125179,0.236,67eYAnkdTu8BMcIx29z26L,techno,37i9dQZF1DX4uPi2roRUwU
0.888,123.031,0.671,electronic,-4.285,0.0951,0.412,"Tiësto, Soaky Siren",69,Tantalizing,799db91cR00On6N158VLHS,Tantalizing,6zE4ILhnXYqXot6bVh2k0C,0,10,146341,0.0022,799db91cR00On6N158VLHS,techno,37i9dQZF1DX4uPi2roRUwU
0.714,127.993,0.634,electronic,-7.529,0.374,0.409,"Robin Schulz, CYRIL, Sam Martin",69,World Gone Wild (feat. Sam Martin),4arNFfHtD5FPYcpUUiUOM1,World Gone Wild (feat. Sam Martin),1e1baOsSG422OeuXVWGNRt,1,7,146523,0.00882,4arNFfHtD5FPYcpUUiUOM1,techno,37i9dQZF1DX4uPi2roRUwU
0.897,124.025,0.689,electronic,-4.487,0.0676,0.582,"Jax Jones, Calum Scott",69,Whistle (feat. Calum Scott),4q05KbxYZ5JdkmrletgPjF,Whistle (feat. Calum Scott),0kXUCfMDhIUoHOfZ7TLsoj,0,10,181957,0.145,4q05KbxYZ5JdkmrletgPjF,techno,37i9dQZF1DX4uPi2roRUwU
0.863,130.02,0.652,electronic,-4.853,0.6,0.805,"Gabry Ponte, Sean Paul, NATTI NATASHA",69,Born To Love Ya,5Nwh8kghoqebxmco5ZWbDt,Born To Love Ya,4dx4jGH35HYUcRT6vNQjPo,0,7,155077,0.0921,5Nwh8kghoqebxmco5ZWbDt,techno,37i9dQZF1DX4uPi2roRUwU
0.688,127.938,0.608,electronic,-8.597,0.08,0.214,Lost Frequencies,68,Love Is The Only Thing,4r6c2ClnuYLwNv4lEM7XlW,Love Is The Only Thing,15jDxA16MFYS22jkKrzT59,0,5,171094,0.0554,4r6c2ClnuYLwNv4lEM7XlW,techno,37i9dQZF1DX4uPi2roRUwU
0.951,74.973,0.772,electronic,-3.375,0.036,0.4,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",68,2 Times,03xIKiQXopptD4Sv8ijvcG,2 Times,4wiZ07TwRSwCUTjIXqcriy,0,9,152000,0.0634,03xIKiQXopptD4Sv8ijvcG,techno,37i9dQZF1DX4uPi2roRUwU
0.88,130.085,0.588,electronic,-5.15,0.0667,0.523,"Alok, Bebe Rexha",68,Deep In Your Love,0sftzYE0YgPHXrvJyUyGjB,Deep In Your Love,3QkffLjHLnGMUgMAvrOgrs,1,7,144649,0.0243,0sftzYE0YgPHXrvJyUyGjB,techno,37i9dQZF1DX4uPi2roRUwU
0.831,126.056,0.785,electronic,-3.681,0.086,0.673,"The Blessed Madonna, Clementine Douglas",68,Happier (feat. Clementine Douglas),1TcF5F10EN17vraisG1gQv,Happier (feat. Clementine Douglas),5Tuzxg7Wwhx4ydYsxFsd7o,1,0,170359,0.0038,1TcF5F10EN17vraisG1gQv,techno,37i9dQZF1DX4uPi2roRUwU
0.8,119.984,0.724,electronic,-5.468,0.0823,0.925,"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",68,Honey Boy (feat. Nile Rodgers & Shenseea),1NpIUD4KqHaMT91kw0YV40,Honey Boy (feat. Nile Rodgers & Shenseea),0WWjvPdLmnwYrTi03XJ9ib,0,5,227283,0.0103,1NpIUD4KqHaMT91kw0YV40,techno,37i9dQZF1DX4uPi2roRUwU
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",70,Settle (Special Edition),3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,7bdjtx1RTkWoSoOaIl7a8E,0,10,282813,0.378,3W2ZcrRsInZbjWylOi6KhZ,future bass,3Ivv8tT1eEt89ALFXDy59O
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,"The Chainsmokers, ROZES",71,Roses,3vv9phIu6Y1vX3jcqaGz5Z,Roses,2GFflENKz28RcMoSuulPZC,1,4,226739,0.0435,3vv9phIu6Y1vX3jcqaGz5Z,future bass,3Ivv8tT1eEt89ALFXDy59O
0.953,141.99,0.631,electronic,-3.739,0.108,0.422,Marshmello,68,Alone,3MEYFivt6bilQ9q9mFWZ4g,Alone,7ePC9qS9mSOTY9E0YPP6yg,1,2,273803,0.0241,3MEYFivt6bilQ9q9mFWZ4g,future bass,3Ivv8tT1eEt89ALFXDy59O
0.942,120,0.762,electronic,-6.432,0.115,0.038,Lavern,72,Hold Me,4SnuG111QPmgwRmlwhJ4Mg,Hold Me,7osmi3cnYDpPDYflMWa80W,0,9,140000,0.586,4SnuG111QPmgwRmlwhJ4Mg,deep house,37i9dQZF1DX2TRYkJECvfC
0.432,81.109,0.695,latin,-8.195,0.296,0.765,Los Ángeles Azules,71,Una Lluvia De Rosas,5hrxAFrYbNTLjAYSrmbpgr,El Listón De Tu Pelo,3cwMyqMeTxBd26z6AjKGdv,0,11,216107,0.312,5hrxAFrYbNTLjAYSrmbpgr,cumbia,0KmkdDrKlNG5GPuoF0sf3y
0.483,90.941,0.738,latin,-9.097,0.086,0.774,Los Ángeles Azules,68,Una Lluvia De Rosas,1Y372uxsCkKqNclj2ercap,17 Años,3cwMyqMeTxBd26z6AjKGdv,1,0,181307,0.467,1Y372uxsCkKqNclj2ercap,cumbia,0KmkdDrKlNG5GPuoF0sf3y
0.538,80.096,0.72,latin,-8.874,0.0654,0.805,Grupo Mojado,73,Sueño Y Realidad,1xKP7GVLY33i5jmx1bB1Kk,Piensa En Mí,3jVJ1fTyUxYdpzb8Pt9V6U,1,10,177040,0.348,1xKP7GVLY33i5jmx1bB1Kk,cumbia,0KmkdDrKlNG5GPuoF0sf3y
0.712,91.98,0.848,latin,-3.574,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",84,57,3mg9jYNC1NihbthlglzrWP,57,5TT8KluomuelzsNF7T1U37,0,1,298131,0.221,3mg9jYNC1NihbthlglzrWP,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.681,99.998,0.725,latin,-5.277,0.107,0.762,"FloyyMenor, Ozuna, Anitta",73,Gata Only (Remix),0JGTfiC4Z41GEEpMYLbWwO,Gata Only (Remix),3j6Hr2FWIsjgTKWbfRx0tu,0,8,230526,0.318,0JGTfiC4Z41GEEpMYLbWwO,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.519,100.025,0.763,latin,-7.426,0.0816,0.804,FloyyMenor,83,EL COMIENZO,42wdz3j7gstgUuhoFLCXqd,PELIGROSA,6MikZBKCtKfPM4439yzBRz,0,6,134930,0.22,42wdz3j7gstgUuhoFLCXqd,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.616,104.008,0.773,latin,-4.516,0.145,0.25,"Myke Towers, Peso Pluma",72,LA PANTERA NEGRA,1iIrqtbY2aogEHhQkmrV7w,SE TE NOTA (feat. Peso Pluma),6NmYJszy5BaEm1WF4tJL7Z,1,0,190107,0.0565,1iIrqtbY2aogEHhQkmrV7w,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.854,117.994,0.786,latin,-2.4,0.106,0.522,"Myke Towers, Bad Bunny",77,ADIVINO,0LZy30mVmxqUpdQmaXKXBd,ADIVINO,3sRyLQf04m9vm40JNRFiCl,0,10,278644,0.169,0LZy30mVmxqUpdQmaXKXBd,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.578,167.985,0.724,latin,-7.117,0.0943,0.757,"Mora, SAIKO",71,ESTRELLA,0QRHOAeU8JRaVVn3UoZBih,REINA,0SoJvPHbKVhvmVJOp3kzp3,1,10,211879,0.632,0QRHOAeU8JRaVVn3UoZBih,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.778,96.057,0.911,latin,-2.248,0.179,0.345,"Bad Bunny, Feid",84,nadie sabe lo que va a pasar mañana,7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,4FftCsAcXXD1nFO9RFUNFO,1,5,162768,0.0887,7iQXYTyuG13aoeHxGG28Nh,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.645,119.935,0.801,latin,-5.605,0.118,0.528,"Bad Bunny, Mora",70,nadie sabe lo que va a pasar mañana,4qSEvFGCpde73gqIuq3sho,HIBIKI,4FftCsAcXXD1nFO9RFUNFO,0,6,208000,0.604,4qSEvFGCpde73gqIuq3sho,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.621,139.056,0.787,latin,-5.009,0.58,0.13,Bad Bunny,77,nadie sabe lo que va a pasar mañana,4MjDJD8cW7iVeWInc2Bdyj,MONACO,4FftCsAcXXD1nFO9RFUNFO,0,4,267194,0.15,4MjDJD8cW7iVeWInc2Bdyj,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.724,94.601,0.847,latin,-5.41,0.118,0.396,"Bad Bunny, Young Miko",73,nadie sabe lo que va a pasar mañana,3nNmRE0DxHC6ZaKkrpUumS,FINA,4FftCsAcXXD1nFO9RFUNFO,1,1,216328,0.0869,3nNmRE0DxHC6ZaKkrpUumS,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.795,94.969,0.845,latin,-3.502,0.224,0.681,Rauw Alejandro,81,PLAYA SATURNO,2kz1YOhJiNubjigR1gB1VX,DILUVIO,6E7Awtyx6opYTbPXx6ApzB,0,9,197053,0.343,2kz1YOhJiNubjigR1gB1VX,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.738,169.918,0.841,latin,-7.455,0.0892,0.484,"KAROL G, Peso Pluma",83,MAÑANA SERÁ BONITO (BICHOTA SEASON),5RqSsdzTNPX1uzkmlHCFvK,QLONA,0FqAaUEyKCyUNFE1uQPZ7i,0,7,172798,0.52,5RqSsdzTNPX1uzkmlHCFvK,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.8,143.978,0.652,latin,-4.019,0.112,0.234,Bad Bunny,74,WHERE SHE GOES,7ro0hRteUMfnOioTFI5TG1,WHERE SHE GOES,5gCcb5fsSb6w5K8SyJrgtB,0,9,231704,0.143,7ro0hRteUMfnOioTFI5TG1,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.706,140.017,0.863,latin,-5.555,0.0786,0.686,"Eladio Carrion, Bad Bunny",73,3MEN2 KBRN,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,6BGN5CVd7koJApotl5Bj8u,0,3,208125,0.143,0PB0O24JqAuNdOAFVJljMS,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.703,123.06,0.713,latin,-5.769,0.321,0.576,"Arcángel, Bad Bunny",69,La Jumpa,5MxFWjuqQIsbNWbMdMdbli,La Jumpa,6LOhj1aK7vkGHJXtKU16PN,1,8,255693,0.298,5MxFWjuqQIsbNWbMdMdbli,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.712,92.005,0.911,latin,-5.105,0.0933,0.425,"Bad Bunny, Chencho Corleone",81,Un Verano Sin Ti,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,3RQQmkQEvNCY4prGKE6oc5,0,1,178567,0.0901,6Sq7ltF9Qa7SNFBsV5Cogx,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.616,103.071,0.797,latin,-10.229,0.0979,0.451,"Bad Bunny, Buscabulla",74,Un Verano Sin Ti,44XjoNvtwevktFKjvVe1vH,Andrea,3RQQmkQEvNCY4prGKE6oc5,0,1,339612,0.762,44XjoNvtwevktFKjvVe1vH,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.475,98.047,0.801,latin,-8.797,0.0639,0.234,Bad Bunny,79,Un Verano Sin Ti,5Eax0qFko2dh7Rl2lYs3bx,Efecto,3RQQmkQEvNCY4prGKE6oc5,0,7,213061,0.141,5Eax0qFko2dh7Rl2lYs3bx,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.715,106.672,0.65,latin,-5.198,0.126,0.187,Bad Bunny,79,Un Verano Sin Ti,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,3RQQmkQEvNCY4prGKE6oc5,0,5,243717,0.0993,1IHWl5LamUGEuP4ozKQSXZ,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.684,114.011,0.795,latin,-3.971,0.658,0.419,"Bad Bunny, JHAYCO",76,Un Verano Sin Ti,41oY4WCTj5kccfesTVFnvN,Tarot,3RQQmkQEvNCY4prGKE6oc5,0,11,237895,0.0225,41oY4WCTj5kccfesTVFnvN,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.786,196.12,0.663,latin,-3.51,0.219,0.579,"Bad Bunny, Tony Dize",73,Un Verano Sin Ti,1797zYiX4cKosMH836X9Gt,La Corriente,3RQQmkQEvNCY4prGKE6oc5,0,11,198367,0.229,1797zYiX4cKosMH836X9Gt,reggaeton,50RFc7X949cZs4CHZ4fPDe
0.707,127.963,0.771,latin,-6.404,0.0745,0.317,"Mora, JHAYCO",73,MICRODOSIS,2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,0QLDQG7Jx78rEUDW03IhHC,0,2,228750,0.389,2hLXUbsOU9cDb9RFva9FYr,reggaeton,50RFc7X949cZs4CHZ4fPDe
